name1,name2,name3,name4,name5,mean_cp,mean_odds,uniq_a,uniq_b,shared,score,treeLevel
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Black African (popg),5.49e-07,71.33,11,5,0,7.27,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Koreans (ethnic group) (popg),4.23e-07,97.64,11,5,0,7.27,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,network (popg),3.58e-07,83.48,11,11,0,22.0,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),COEXISTS_WITH,High-Risk Cancer (neop),3.58e-07,97.64,11,7,0,11.45,4.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Couples (humn),3.58e-07,84.49,11,18,0,17.72,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Malignant neoplasm of kidney (neop),3.92e-07,120.66,11,5,0,7.27,4.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Caucasoid Race (popg),3.58e-07,83.82,11,124,0,11.98,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),ISA,Malignant disease (dsyn),3.58e-07,92.07,11,31,0,14.9,4.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),AFFECTS,gene polymorphism (genf),3.58e-07,93.97,11,24,0,16.04,4.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,"Mice, Nude (mamm)",3.58e-07,80.62,11,66,0,12.83,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Racial group (popg),3.58e-07,91.51,11,28,0,15.32,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Transgenic Model (emod),3.58e-07,90.24,11,57,0,13.12,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Hospital specialist (humn),3.58e-07,75.72,11,16,0,18.56,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Modulus (invt),3.58e-07,92.8,11,18,0,17.72,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,African American (popg),3.58e-07,84.3,11,170,0,11.71,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Health Personnel (humn),3.58e-07,77.91,11,11,0,22.0,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,High Risk Populations (popg),3.58e-07,93.26,11,20,0,17.05,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Control Groups (humn),3.58e-07,86.14,11,28,0,15.32,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Tumorigenesis (neop),3.58e-07,97.64,11,8,0,13.82,4.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,cohort (popg),3.58e-07,85.12,11,76,0,12.59,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Participant (humn),3.58e-07,90.54,11,95,0,12.27,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Brothers (humn),3.58e-07,68.06,11,38,0,14.18,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Neoplasm Metastasis (neop),3.58e-07,88.12,11,26,0,15.65,4.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PART_OF,Lobe (bpoc),3.12e-06,97.64,11,4,0,5.45,3.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),AFFECTS,tumor growth (neop),3.58e-07,91.5,11,14,0,19.64,4.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),OCCURS_IN,cohort (popg),3.58e-07,97.65,11,20,0,17.05,4.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PRODUCES,Testosterone (strd),4.23e-07,97.64,11,5,0,7.27,4.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Metabolic syndrome (dsyn),3.58e-07,59.73,11,10,0,19.09,4.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),AFFECTS,Gene Expression (genf),4.23e-07,97.64,11,5,0,7.27,4.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Physicians (humn),3.58e-07,89.28,11,20,0,17.05,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),ISA,Prostatic Neoplasms (neop),3.58e-07,90.56,11,12,0,21.08,4.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Advanced cancer (neop),3.12e-06,97.64,11,4,0,5.45,4.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),ISA,Urologic Diseases (dsyn),3.58e-07,97.64,11,14,0,19.64,4.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,spouse (humn),5.07e-06,79.22,11,4,0,5.45,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),AFFECTS,Disease Progression (patf),3.58e-07,91.89,11,15,0,19.07,4.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Survivors (podg),3.58e-07,61.09,11,430,0,11.28,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Long-Term Survivors (podg),3.58e-07,56.72,11,20,0,17.05,1.0
docetaxel (orch),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,"Mice, Inbred C57BL (mamm)",3.61e-07,84.48,11,6,0,9.27,1.0
Vitamin D (phsu),DISRUPTS,Cell Proliferation (celf),PROCESS_OF,"Mice, Nude (mamm)",3.11e-11,160.61,17,13,0,22.94,1.0
Vitamin D (phsu),AFFECTS,Cell Growth (celf),PROCESS_OF,Cancer Model (emod),4.71e-06,259.22,22,4,0,4.73,1.0
Entire lumbar spine (blor),LOCATION_OF,Diagnostic radiologic examination (diap),DIAGNOSES,Secondary malignant neoplasm of bone (neop),3.15e-07,28.76,12,7,0,11.08,2.0
Osteoporosis (dsyn),PROCESS_OF,African American (popg),ISA,Ethnic group (popg),5.28e-08,74.18,5,23,0,6.09,1.0
Osteoporosis (dsyn),PROCESS_OF,African American (popg),ISA,Racial group (popg),4.6e-08,75.4,5,78,0,5.32,1.0
Vitamin supplementation (phsu),TREATS,Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),3.77e-16,231.24,21,10,0,14.76,4.0
Supplementation (topp),TREATS,cohort (popg),LOCATION_OF,Single Nucleotide Polymorphism (nusq),1.23e-12,70.12,13,30,0,18.63,2.0
Supplementation (topp),TREATS,cohort (popg),LOCATION_OF,Prostate-Specific Antigen (aapp),9.33e-21,149.89,13,45,0,16.76,2.0
Supplementation (topp),TREATS,cohort (popg),LOCATION_OF,FLVCR1 (gngm),9.66e-21,147.57,13,14,0,25.07,2.0
Supplementation (topp),TREATS,cohort (popg),LOCATION_OF,ERG gene|ERG (aapp),7.62e-13,159.08,13,8,0,12.92,2.0
Supplementation (topp),TREATS,cohort (popg),USES,Tissue Microarray (resd),1.59e-06,79.64,13,7,0,10.77,4.0
Supplementation (topp),TREATS,cohort (popg),LOCATION_OF,Insulin-Like Growth Factor I (aapp),7.16e-08,81.44,13,8,0,12.92,2.0
Supplementation (topp),TREATS,cohort (popg),LOCATION_OF,KLK3 gene|KLK3 (aapp),1.4e-17,122.25,13,12,0,23.08,2.0
Supplementation (topp),TREATS,cohort (popg),USES,Gleason grading system for prostatic cancer (clas),9.51e-21,152.94,13,14,0,25.07,4.0
calcipotriene (orch),ISA,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),3.34e-19,272.64,10,35,0,12.86,5.0
calcipotriene (orch),ISA,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),3.34e-19,263.66,10,28,0,13.57,4.0
Calcitriol (horm),INTERACTS_WITH,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),3.27e-22,232.38,18,14,0,24.89,8.0
Calcitriol (horm),INTERACTS_WITH,Vitamin D3 Receptor (gngm),PREDISPOSES,Malignant neoplasm of prostate (neop),1.47e-20,231.61,18,13,0,22.39,10.0
Calcitriol (horm),INTERACTS_WITH,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.5e-09,243.89,18,6,0,8.0,8.0
Rickets (dsyn),ISA,Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),3.77e-16,212.43,305,10,0,10.33,5.0
Vitamin D3 Receptor (gngm),ISA,TRANSCRIPTION FACTOR (aapp),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),3.14e-14,256.13,56,9,0,10.45,5.0
Vitamin D3 Receptor (gngm),ISA,TRANSCRIPTION FACTOR (aapp),COEXISTS_WITH,FLVCR1 (gngm),2.76e-06,265.34,56,4,0,4.29,5.0
Vitamin D3 Receptor (gngm),ISA,TRANSCRIPTION FACTOR (aapp),INTERACTS_WITH,Androgens (horm),4.6e-07,224.42,56,5,0,5.45,5.0
Vitamin D3 Receptor (gngm),ISA,TRANSCRIPTION FACTOR (aapp),AFFECTS,Cell Proliferation (celf),4.18e-08,177.23,56,16,0,20.57,5.0
Vitamin D3 Receptor (gngm),ISA,TRANSCRIPTION FACTOR (aapp),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.16e-68,261.17,56,42,0,73.5,5.0
Vitamin D3 Receptor (gngm),ISA,TRANSCRIPTION FACTOR (aapp),INTERACTS_WITH,Androgen Receptor|AR (aapp),4.56e-09,242.32,56,6,0,6.64,5.0
Vitamin D3 Receptor (gngm),ISA,TRANSCRIPTION FACTOR (aapp),ASSOCIATED_WITH,Prostatic Neoplasms (neop),2.76e-06,265.34,56,4,0,4.29,5.0
Vitamin D3 Receptor (gngm),ISA,TRANSCRIPTION FACTOR (aapp),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.71e-14,265.34,56,9,0,10.45,5.0
Vitamin D3 Receptor (gngm),ISA,TRANSCRIPTION FACTOR (aapp),PART_OF,Malignant neoplasm of prostate (neop),1.4e-12,255.11,56,8,0,9.14,3.0
Calcium supplementation (topp),USES,Cholecalciferol (phsu),TREATS,Malignant neoplasm of prostate (neop),4.71e-06,219.43,11,4,0,5.45,4.0
"Kidney Failure, Chronic (dsyn)",CAUSES,Bone Diseases (dsyn),COEXISTS_WITH,Malignant neoplasm of prostate (neop),4.56e-09,133.59,8,6,0,10.5,9.0
B-Lymphocytes (cell),PRODUCES,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.32e-07,266.08,4,14,0,5.14,8.0
B-Lymphocytes (cell),PRODUCES,Vitamin D3 Receptor (gngm),PREDISPOSES,Malignant neoplasm of prostate (neop),1.32e-07,265.32,4,13,0,5.23,20.0
B-Lymphocytes (cell),PRODUCES,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.34e-07,277.59,4,6,0,6.67,8.0
"Hyperparathyroidism, Secondary (dsyn)",COEXISTS_WITH,Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),3.9e-13,254.41,7,10,0,11.9,9.0
Osteopenia (dsyn),ISA,Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),1.59e-09,277.59,5,10,0,7.5,5.0
Glucocorticoids (horm),INTERACTS_WITH,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.25e-07,235.53,4,35,0,4.46,8.0
Glucocorticoids (horm),INTERACTS_WITH,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),2.25e-07,226.55,4,28,0,4.57,4.0
Vitamin D3 Receptor|VDR (aapp),INTERACTS_WITH,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.59e-09,272.63,5,35,0,5.71,8.0
Vitamin D3 Receptor|VDR (aapp),INTERACTS_WITH,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),1.59e-09,263.65,5,28,0,5.89,4.0
zoledronic acid (phsu),ISA,Diphosphonates (phsu),TREATS,Osteoporosis (dsyn),1.03e-06,11.23,23,25,0,44.16,4.0
zoledronic acid (phsu),ISA,Diphosphonates (phsu),DISRUPTS,Osteoclasts (cell),2.87e-19,21.22,23,23,0,46.0,5.0
zoledronic acid (phsu),ISA,Diphosphonates (phsu),TREATS,Bone pain (sosy),8.34e-16,35.86,23,13,0,20.35,4.0
zoledronic acid (phsu),ISA,Diphosphonates (phsu),TREATS,Malignant neoplasm of prostate (neop),2.84e-19,90.69,21,59,2,28.47,4.0
zoledronic acid (phsu),ISA,Diphosphonates (phsu),PREVENTS,Neoplasm Metastasis (neop),4.05e-06,38.03,23,5,0,6.09,5.0
zoledronic acid (phsu),ISA,Diphosphonates (phsu),PREVENTS,loss; bone (patf),2.84e-19,27.04,22,27,1,39.93,5.0
zoledronic acid (phsu),ISA,Diphosphonates (phsu),TREATS,loss; bone (patf),4.18e-09,21.06,23,10,0,14.35,4.0
zoledronic acid (phsu),ISA,Diphosphonates (phsu),INHIBITS,Bone Resorption (ortf),2.84e-19,16.2,22,36,1,35.44,5.0
zoledronic acid (phsu),ISA,Diphosphonates (phsu),TREATS,Multiple Myeloma (neop),1.26e-14,19.49,23,17,0,29.57,4.0
zoledronic acid (phsu),ISA,Diphosphonates (phsu),TREATS,Bone Diseases (dsyn),1.82e-13,16.86,23,18,0,32.09,4.0
zoledronic acid (phsu),ISA,Diphosphonates (phsu),TREATS,Secondary malignant neoplasm of bone (neop),2.84e-19,35.09,23,104,0,28.09,4.0
zoledronic acid (phsu),ISA,Diphosphonates (phsu),PREVENTS,Secondary malignant neoplasm of bone (neop),1.14e-11,32.87,23,10,0,14.35,5.0
zoledronic acid (phsu),ISA,Diphosphonates (phsu),TREATS,Hypercalcemia (dsyn),3.25e-06,13.9,23,11,0,16.26,4.0
zoledronic acid (phsu),ISA,Diphosphonates (phsu),TREATS,Neoplasm Metastasis (neop),2.84e-19,32.61,23,36,0,37.69,4.0
"betamethasone-17,21-dipropionate (phsu)",ISA,Adrenal Cortex Hormones (phsu),TREATS,Malignant neoplasm of prostate (neop),3.7e-07,192.73,4,6,0,6.67,4.0
Vitamins (orch),COEXISTS_WITH,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.77e-09,241.71,5,35,0,5.71,8.0
Vitamins (orch),COEXISTS_WITH,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),2.77e-09,232.73,5,28,0,5.89,4.0
"Kidney Failure, Chronic (dsyn)",COEXISTS_WITH,Bone Diseases (dsyn),COEXISTS_WITH,Malignant neoplasm of prostate (neop),2.21e-06,136.52,4,6,0,6.67,9.0
Tuberculosis (dsyn),COEXISTS_WITH,Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),2.15e-13,277.6,7,10,0,11.9,9.0
Vitamin D (phsu),AFFECTS,Gene Expression (genf),AFFECTS,Malignant neoplasm of prostate (neop),1.07e-10,237.99,26,7,0,8.88,7.0
Treatment Protocols (topp),USES,Diphosphonates (phsu),TREATS,Osteoporosis (dsyn),1.05e-06,24.75,7,25,0,8.96,4.0
Treatment Protocols (topp),USES,Diphosphonates (phsu),DISRUPTS,Osteoclasts (cell),2.23e-08,34.75,7,23,0,9.13,6.0
Treatment Protocols (topp),USES,Diphosphonates (phsu),TREATS,Bone pain (sosy),2.23e-08,49.38,7,13,0,10.77,4.0
Treatment Protocols (topp),USES,Diphosphonates (phsu),TREATS,Malignant neoplasm of prostate (neop),2.23e-08,104.21,7,61,0,7.8,4.0
Treatment Protocols (topp),USES,Diphosphonates (phsu),PREVENTS,Neoplasm Metastasis (neop),4.07e-06,51.56,7,5,0,8.57,6.0
Treatment Protocols (topp),USES,Diphosphonates (phsu),PREVENTS,loss; bone (patf),2.23e-08,40.57,7,28,0,8.75,6.0
Treatment Protocols (topp),USES,Diphosphonates (phsu),TREATS,loss; bone (patf),2.65e-08,34.59,7,10,0,11.9,4.0
Treatment Protocols (topp),USES,Diphosphonates (phsu),INHIBITS,Bone Resorption (ortf),2.23e-08,29.72,7,37,0,8.32,6.0
Treatment Protocols (topp),USES,Diphosphonates (phsu),TREATS,Multiple Myeloma (neop),2.23e-08,33.01,7,17,0,9.88,4.0
Treatment Protocols (topp),USES,Diphosphonates (phsu),TREATS,Bone Diseases (dsyn),2.23e-08,30.39,7,18,0,9.72,4.0
Treatment Protocols (topp),USES,Diphosphonates (phsu),TREATS,Secondary malignant neoplasm of bone (neop),2.23e-08,48.61,7,104,0,7.47,4.0
Treatment Protocols (topp),USES,Diphosphonates (phsu),PREVENTS,Secondary malignant neoplasm of bone (neop),2.23e-08,46.39,7,10,0,11.9,6.0
Treatment Protocols (topp),USES,Diphosphonates (phsu),TREATS,Hypercalcemia (dsyn),3.27e-06,27.43,7,11,0,11.45,4.0
Treatment Protocols (topp),USES,Diphosphonates (phsu),TREATS,Neoplasm Metastasis (neop),2.23e-08,46.13,7,36,0,8.36,4.0
FAVOR (phsu),INTERACTS_WITH,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.77e-09,241.71,5,35,0,5.71,8.0
FAVOR (phsu),INTERACTS_WITH,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),2.77e-09,232.73,5,28,0,5.89,4.0
Vitamin D3 Receptor (gngm),INTERACTS_WITH,Calcitriol (horm),ISA,Dihydroxycholecalciferols (phsu),2.35e-07,174.13,16,9,0,14.06,5.0
Osteoblasts (cell),LOCATION_OF,Calcium (bacs),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.7e-12,114.68,9,15,0,14.4,2.0
Osteoblasts (cell),LOCATION_OF,Calcium (bacs),PART_OF,Protoplasm (celc),2.44e-06,38.18,9,41,0,10.98,2.0
Osteoblasts (cell),LOCATION_OF,Calcium (bacs),PART_OF,Coronary artery (bpoc),5.91e-07,37.97,9,1,0,1.11,2.0
Osteoblasts (cell),LOCATION_OF,Calcium (bacs),PREDISPOSES,Malignant neoplasm of prostate (neop),1.7e-12,126.2,9,23,0,12.52,2.0
Fracture (inpo),COEXISTS_WITH,Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),2.77e-09,246.68,5,10,0,7.5,9.0
Metabolic syndrome (dsyn),COEXISTS_WITH,Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),3.77e-16,237.29,18,10,0,15.56,9.0
Calcium (bacs),INTERACTS_WITH,FAVOR (phsu),TREATS,Malignant neoplasm of prostate (neop),1.19e-06,163.02,4,14,0,5.14,4.0
Triglycerides (bacs),ASSOCIATED_WITH,Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),1.32e-07,277.59,4,10,0,5.6,8.0
Management procedure (hlca),PREVENTS,loss; bone (patf),PROCESS_OF,Cancer Patient (humn),6.91e-07,149.1,5,5,0,10.0,1.0
Vitamin D (phsu),INTERACTS_WITH,Cholecalciferol (phsu),TREATS,Malignant neoplasm of prostate (neop),4.71e-06,242.32,10,4,0,5.6,4.0
[M]Unspecified tumor cell NOS (cell),LOCATION_OF,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.77e-09,241.71,5,35,0,5.71,2.0
[M]Unspecified tumor cell NOS (cell),LOCATION_OF,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),2.77e-09,232.73,5,28,0,5.89,2.0
Vitamin D (phsu),INTERACTS_WITH,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),3.27e-22,244.05,59,14,0,17.32,8.0
Vitamin D (phsu),INTERACTS_WITH,Vitamin D3 Receptor (gngm),PREDISPOSES,Malignant neoplasm of prostate (neop),1.47e-20,243.28,59,13,0,15.86,10.0
Vitamin D (phsu),INTERACTS_WITH,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.5e-09,255.56,59,6,0,6.61,8.0
Ibandronate (orch),ISA,Diphosphonates (phsu),TREATS,Osteoporosis (dsyn),1.03e-06,22.41,26,25,0,49.04,4.0
Ibandronate (orch),ISA,Diphosphonates (phsu),DISRUPTS,Osteoclasts (cell),3.23e-21,32.41,26,23,0,43.35,5.0
Ibandronate (orch),ISA,Diphosphonates (phsu),TREATS,Bone pain (sosy),8.34e-16,47.04,26,13,0,19.5,4.0
Ibandronate (orch),ISA,Diphosphonates (phsu),TREATS,Malignant neoplasm of prostate (neop),6.16e-30,101.87,26,61,0,37.08,4.0
Ibandronate (orch),ISA,Diphosphonates (phsu),PREVENTS,Neoplasm Metastasis (neop),4.05e-06,49.22,26,5,0,5.96,5.0
Ibandronate (orch),ISA,Diphosphonates (phsu),PREVENTS,loss; bone (patf),1.01e-29,38.23,26,28,0,50.14,5.0
Ibandronate (orch),ISA,Diphosphonates (phsu),TREATS,loss; bone (patf),4.18e-09,32.25,26,10,0,13.85,4.0
Ibandronate (orch),ISA,Diphosphonates (phsu),INHIBITS,Bone Resorption (ortf),1.62e-26,27.38,26,37,0,44.27,5.0
Ibandronate (orch),ISA,Diphosphonates (phsu),TREATS,Multiple Myeloma (neop),1.26e-14,30.68,26,17,0,28.12,4.0
Ibandronate (orch),ISA,Diphosphonates (phsu),TREATS,Bone Diseases (dsyn),1.82e-13,28.05,26,18,0,30.46,4.0
Ibandronate (orch),ISA,Diphosphonates (phsu),TREATS,Secondary malignant neoplasm of bone (neop),6.16e-30,46.27,26,104,0,32.5,4.0
Ibandronate (orch),ISA,Diphosphonates (phsu),PREVENTS,Secondary malignant neoplasm of bone (neop),1.14e-11,44.05,26,10,0,13.85,5.0
Ibandronate (orch),ISA,Diphosphonates (phsu),TREATS,Hypercalcemia (dsyn),3.25e-06,25.09,26,11,0,15.65,4.0
Ibandronate (orch),ISA,Diphosphonates (phsu),TREATS,Neoplasm Metastasis (neop),6.16e-30,43.79,26,36,0,44.78,4.0
Fibroblasts (cell),LOCATION_OF,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),3.27e-22,235.19,15,14,0,27.07,2.0
Fibroblasts (cell),LOCATION_OF,Vitamin D3 Receptor (gngm),PREDISPOSES,Malignant neoplasm of prostate (neop),1.47e-20,234.42,15,13,0,24.27,2.0
Fibroblasts (cell),LOCATION_OF,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.5e-09,246.69,15,6,0,8.4,2.0
Endothelial Cells (cell),LOCATION_OF,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),3.25e-18,213.09,10,14,0,17.14,2.0
Endothelial Cells (cell),LOCATION_OF,Vitamin D3 Receptor (gngm),PREDISPOSES,Malignant neoplasm of prostate (neop),3.26e-18,212.32,10,13,0,17.69,2.0
Endothelial Cells (cell),LOCATION_OF,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.5e-09,224.6,10,6,0,9.6,2.0
Neck (blor),NEG_LOCATION_OF,Entire lumbar spine (blor),LOCATION_OF,Neoplasm Metastasis (neop),4.4e-06,81.26,6,6,0,12.0,2.0
Diphosphonates (phsu),COEXISTS_WITH,Calcium (bacs),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.41e-08,161.06,5,15,0,6.67,8.0
Diphosphonates (phsu),COEXISTS_WITH,Calcium (bacs),PART_OF,Protoplasm (celc),2.47e-06,84.56,5,41,0,5.61,3.0
Diphosphonates (phsu),COEXISTS_WITH,Calcium (bacs),PART_OF,Coronary artery (bpoc),6.15e-07,84.35,5,1,0,1.2,3.0
Diphosphonates (phsu),COEXISTS_WITH,Calcium (bacs),PREDISPOSES,Malignant neoplasm of prostate (neop),2.41e-08,172.58,5,23,0,6.09,9.0
Calcium (bacs),PART_OF,Intestines (bpoc),LOCATION_OF,Adverse effects (patf),2.58e-09,122.43,287,12,0,12.5,2.0
Calcium (bacs),PART_OF,Intestines (bpoc),LOCATION_OF,Toxic effect (inpo),9.35e-45,122.16,287,58,0,69.72,2.0
chemokine (aapp),INTERACTS_WITH,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.77e-09,241.71,5,35,0,5.71,8.0
chemokine (aapp),INTERACTS_WITH,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),2.77e-09,232.73,5,28,0,5.89,4.0
"PTH protein, human|PTH (aapp)",COEXISTS_WITH,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.85e-25,210.81,14,35,0,19.6,8.0
"PTH protein, human|PTH (aapp)",COEXISTS_WITH,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),2.85e-25,201.83,14,28,0,21.0,4.0
25-hydroxyvitamin D (strd),INTERACTS_WITH,Cholecalciferol (phsu),TREATS,Malignant neoplasm of prostate (neop),4.94e-06,222.07,4,4,0,8.0,4.0
monocyte (cell),LOCATION_OF,Calcitriol (horm),ISA,Dihydroxycholecalciferols (phsu),3.67e-07,194.72,4,9,0,5.78,2.0
Calcium Carbonate (orch),ISA,Calcium (bacs),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),3.38e-22,141.67,14,15,0,27.07,5.0
Calcium Carbonate (orch),ISA,Calcium (bacs),PART_OF,Protoplasm (celc),2.44e-06,65.17,14,41,0,18.78,3.0
Calcium Carbonate (orch),ISA,Calcium (bacs),PART_OF,Coronary artery (bpoc),5.91e-07,64.96,14,1,0,1.07,3.0
Calcium Carbonate (orch),ISA,Calcium (bacs),PREDISPOSES,Malignant neoplasm of prostate (neop),3.24e-22,153.19,14,23,0,22.52,5.0
calcipotriene (orch),compared_with,Calcitriol (horm),ISA,Dihydroxycholecalciferols (phsu),4.6e-07,157.62,4,9,0,5.78,5.0
Inflammatory Bowel Diseases (dsyn),PROCESS_OF,cohort (popg),LOCATION_OF,Single Nucleotide Polymorphism (nusq),1.05e-06,8.94,10,30,0,13.33,1.0
Inflammatory Bowel Diseases (dsyn),PROCESS_OF,cohort (popg),LOCATION_OF,Prostate-Specific Antigen (aapp),1.05e-06,88.71,10,45,0,12.22,1.0
Inflammatory Bowel Diseases (dsyn),PROCESS_OF,cohort (popg),LOCATION_OF,FLVCR1 (gngm),1.05e-06,86.39,10,14,0,17.14,1.0
Inflammatory Bowel Diseases (dsyn),PROCESS_OF,cohort (popg),LOCATION_OF,ERG gene|ERG (aapp),1.05e-06,97.9,10,8,0,14.4,1.0
Inflammatory Bowel Diseases (dsyn),PROCESS_OF,cohort (popg),USES,Tissue Microarray (resd),2.65e-06,18.45,10,7,0,11.9,1.0
Inflammatory Bowel Diseases (dsyn),PROCESS_OF,cohort (popg),LOCATION_OF,Insulin-Like Growth Factor I (aapp),1.13e-06,20.26,10,8,0,14.4,1.0
Inflammatory Bowel Diseases (dsyn),PROCESS_OF,cohort (popg),LOCATION_OF,KLK3 gene|KLK3 (aapp),1.05e-06,61.06,10,12,0,18.33,1.0
Inflammatory Bowel Diseases (dsyn),PROCESS_OF,cohort (popg),USES,Gleason grading system for prostatic cancer (clas),1.05e-06,91.76,10,14,0,17.14,1.0
Etidronate (opco),ISA,Diphosphonates (phsu),TREATS,Osteoporosis (dsyn),1.03e-06,23.18,40,25,0,40.62,4.0
